enabled	message_id	source	refs	mask_pgm	source_note	ko_text	font_size	line_height	pad	ink_max	threshold	bright_threshold	bold
0	1029	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1029.pgm		우~~~~	12	15	2	2	32	96	0
0	1030	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1030.pgm		얼마나 더 싫은 말을 해야\n돌아가겠니?	12	15	2	2	32	96	0
0	1031	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1031.pgm		그래! 카페, 웨이트레스 아르바이트\n라면 소개시켜 주지.	12	15	2	2	32	96	0
0	1032	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1032.pgm		흥! 황송한 배려시군요!!\n훗!!	12	15	2	2	32	96	0
0	1033	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1033.pgm		무... 무서운 아이군.	12	15	2	2	32	96	0
0	1034	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1034.pgm		뭐 뭐야 뭐! 어린애라고\n바보취급을 하다니!!	12	15	2	2	32	96	0
0	1035	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1035.pgm		나! 정말 화났어!	12	15	2	2	32	96	0
0	1036	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1036.pgm		나쁜 놈!! 내 가게에서 먹고\n도망치려 하다니,\n대단한 배짱이군!	12	15	2	2	32	96	0
0	1037	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1037.pgm		그러니까! 지갑을 잃어\n버렸다고 말했잖아요!?	12	15	2	2	32	96	0
0	1038	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1038.pgm		저, 저 사람은...?	12	15	2	2	32	96	0
0	1039	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1039.pgm		그런 거짓말, \n나에게는 통하지 않아!	12	15	2	2	32	96	0
0	1040	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1040.pgm		처음부터 돈이 없었지?\n솔직히 말해봐!	12	15	2	2	32	96	0
0	1041	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1041.pgm		바보같은 소리 하지 말아요. 난 \n당신 가게를 통째로 사버릴 \n만큼의 돈이 있다고요.	12	15	2	2	32	96	0
0	1042	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1042.pgm		오! 대단해! \n그렇게 부자라면,	12	15	2	2	32	96	0
0	1043	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1043.pgm		어디의 어떤 분이고,\n무슨 일을 하고 있는지\n말해 보시지!	12	15	2	2	32	96	0
0	1044	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1044.pgm		우, 아니... 그러니까, 나같이 \n멋진 남자는, 집안이나 직업은\n비밀로 하는 겁니다?	12	15	2	2	32	96	0
0	1045	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1045.pgm		당신이 하는 말, \n전혀 못 알아 듣겠군.\n	12	15	2	2	32	96	0
0	1046	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1046.pgm		이렇게 된 바에\n몸으로 라도 때워야지!	12	15	2	2	32	96	0
0	1047	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1047.pgm		안돼! 도와줘야겠다!	12	15	2	2	32	96	0
0	1048	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1048.pgm		아아.. 이만큼 말했는데도\n믿어주지 않다니...	12	15	2	2	32	96	0
0	1049	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1049.pgm		내 자신이 부덕한 탓인가?\n그렇다면 차라리 사라져\n버릴까?	12	15	2	2	32	96	0
0	1050	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1050.pgm		사라져 버리자. 꽃잎의 이슬처럼,\n새벽빛과 함께 사라지자.	12	15	2	2	32	96	0
0	1051	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1051.pgm		오, 마이 갓!?	12	15	2	2	32	96	0
0	1052	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1052.pgm		후우... 큰일날 뻔했다.	12	15	2	2	32	96	0
0	1053	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1053.pgm		아저씨	12	15	2	2	32	96	0
0	1054	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1054.pgm		나중에 누군가에 부탁해서\n돈은 가져가게 할 테니...	12	15	2	2	32	96	0
0	1055	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1055.pgm		아저씨	12	15	2	2	32	96	0
0	1056	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1056.pgm		.....	12	15	2	2	32	96	0
0	1057	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1057.pgm		아저씨!	12	15	2	2	32	96	0
0	1058	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1058.pgm		어? 아가씨. 나는 아직 아저씨라고\n불릴만한 나이가 아닌라는 걸\n잊지마.	12	15	2	2	32	96	0
0	1059	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1059.pgm		오빠라고 불러, 오빠라고	12	15	2	2	32	96	0
0	1060	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1060.pgm		그렇지만,\nT.T. 아저씨잖아요?	12	15	2	2	32	96	0
0	1061	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1061.pgm		...... 그러니까! 나는 아저씨가 \n아니라고 했잖아! 그런데.. 	12	15	2	2	32	96	0
0	1062	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1062.pgm		카린... 카린이니?	12	15	2	2	32	96	0
0	1063	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1063.pgm		역시 T.T. 아저씨였어!	12	15	2	2	32	96	0
0	1064	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1064.pgm		아니!! 이렇게 컸다니...\n몰라봤어.	12	15	2	2	32	96	0
0	1065	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1065.pgm		헤~ 헤~	12	15	2	2	32	96	0
0	1066	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1066.pgm		이런 곳에 서서 얘기하는 것도\n뭣하니 저쪽 카페에서 얘기하자.	12	15	2	2	32	96	0
0	1067	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1067.pgm		상당히 놀랐어. 오랜만에 \n만났는데, 이런 미인이 \n되어있을 줄이야...	12	15	2	2	32	96	0
0	1068	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1068.pgm		에헤헤, 고마워요. T.T. 아저씨는\n조금도 안 변했네요. 여전히 \n요술솜씨도 훌륭하고	12	15	2	2	32	96	0
0	1069	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1069.pgm		카린! 핸섬한 사람은\n나이를 먹지 않는 법이야	12	15	2	2	32	96	0
0	1070	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1070.pgm		그럼, 앞으로 10년정도 지나면,\n어떻게 되나요?	12	15	2	2	32	96	0
0	1071	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1071.pgm		나이스 가이에서 나이스 미들로.\n변신하는 거지. 아직까지는\n나이스 가이야.	12	15	2	2	32	96	0
0	1072	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1072.pgm		그러니까 아저씨라고 부르는건\n그만둬 줘.	12	15	2	2	32	96	0
0	1073	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1073.pgm		그, 그래요?	12	15	2	2	32	96	0
0	1074	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1074.pgm		어서오세요.	12	15	2	2	32	96	0
0	1075	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1075.pgm		전 로얄 밀크 티-	12	15	2	2	32	96	0
0	1076	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1076.pgm		난 슈퍼 빅 메가톤 자이언트\n딸기 파르페.	12	15	2	2	32	96	0
0	1077	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1077.pgm		여기는 내가 낼테니, 먹고 싶은거\n있으면 더 시켜도 좋아.	12	15	2	2	32	96	0
0	1078	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1078.pgm		지갑 잃어버렸다고 하지 않았나요?	12	15	2	2	32	96	0
0	1079	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1079.pgm		... 내가 사죠. 뭐.	12	15	2	2	32	96	0
0	1080	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1080.pgm		미안...	12	15	2	2	32	96	0
0	1081	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1081.pgm		그래... 브라이언 아저씨도\n돌아가셨단 말이지.	12	15	2	2	32	96	0
0	1082	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1082.pgm		네... 그래서 섬을 나오려고 생각\n했어요. 전부터 대륙을 동경해\n왔으니까...	12	15	2	2	32	96	0
0	1083	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1083.pgm		여기는 좋은 마을이야.\n8년간 살고 있는 내가\n보증하지.	12	15	2	2	32	96	0
0	1084	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1084.pgm		그런 것 같아요.	12	15	2	2	32	96	0
0	1085	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1085.pgm		그런데 표정이 \n어두운 것 같은데?	12	15	2	2	32	96	0
0	1086	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1086.pgm		응... 실은...	12	15	2	2	32	96	0
0	1087	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1087.pgm		과연... 시무룩할 만 하군.\n하지만, 길드의 주장도 맞아.	12	15	2	2	32	96	0
0	1088	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1088.pgm		그렇다고 그런 말을...	12	15	2	2	32	96	0
0	1089	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1089.pgm		카린의 솜씨는 나도 잘 \n알고 있어. 그렇지만 전투라면\n역시 전사가 한 사람쯤 필요해.\n	12	15	2	2	32	96	0
0	1090	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1090.pgm		한 팀이 되어줄 만한 사람 없어?	12	15	2	2	32	96	0
0	1091	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1091.pgm		미안! 급한 일이 생겨서\n먼저 갈께요.	12	15	2	2	32	96	0
0	1092	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1092.pgm		응, 그래 조심해라.	12	15	2	2	32	96	0
0	1093	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1093.pgm		고마워요! T.T. 아저씨.	12	15	2	2	32	96	0
0	1094	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1094.pgm		그건 그렇고, 나도 슬슬\n준비해 둬야겠군.	12	15	2	2	32	96	0
0	1095	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1095.pgm		손님, 계산해 주십시오.	12	15	2	2	32	96	0
0	1096	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1096.pgm		접시 닦기로 대신하면\n안 될까요?	12	15	2	2	32	96	0
0	1097	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1097.pgm		아가씨! 남자 친구가 깨어났어.	12	15	2	2	32	96	0
0	1098	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1098.pgm		남자 친구가 아니라니까요!	12	15	2	2	32	96	0
0	1099	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1099.pgm		아... 도대체 여긴...	12	15	2	2	32	96	0
0	1100	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1100.pgm		괜찮아? 미안해.\n좀 난폭했지?	12	15	2	2	32	96	0
0	1101	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1101.pgm		아니... 나야말로 미안	12	15	2	2	32	96	0
0	1102	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1102.pgm		헤헤~ 네 이름은 뭐야? 나는\n카린. 엔트리히라는 섬에서\n왔어.	12	15	2	2	32	96	0
0	1103	script-scan+manual	320:2:0x36f	F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1103.pgm		나는... 알.	12	15	2	2	32	96	0
0	1104	script-scan+manual	320:3:0x438	F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1104.pgm		알... 잘 부탁해. 그런데,\n어디에서 왔어?	12	15	2	2	32	96	0
0	1105	script-scan+manual	320:4:0x55d	F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1105.pgm		몰라.	12	15	2	2	32	96	0
0	1106	script-scan+manual	320:7:0x659	F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1106.pgm		뭐?	12	15	2	2	32	96	0
0	1107	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1107.pgm		너무 옛날 일이라, 기억나지 않아.\n기억 나는건, 혼자서 여행하고\n있다는 거야.	12	15	2	2	32	96	0
0	1108	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1108.pgm		옛날부터, 그렇게 해온 것\n같은 기분이 들어. 그리고, \n항구에서 너를 찾았던 거야.	12	15	2	2	32	96	0
0	1109	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1109.pgm		어째서 나를?	12	15	2	2	32	96	0
0	1110	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1110.pgm		어디선가 만났던 것 같은\n기분이 들어. 뭔가 아주 \n그리운 듯한.	12	15	2	2	32	96	0
0	1111	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1111.pgm		그러니까, 나에 대한 것을\n뭔가 알고 있지 않을까...\n생각했지.	12	15	2	2	32	96	0
0	1112	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1112.pgm		그랬었군. 그렇지만,\n난 널 처음 보는데...	12	15	2	2	32	96	0
0	1113	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1113.pgm		그래... 그렇구나.	12	15	2	2	32	96	0
0	1114	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1114.pgm		미안해. 도움이 되어주지\n못해서.	12	15	2	2	32	96	0
0	1115	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1115.pgm		저, 있잖아...	12	15	2	2	32	96	0
0	1116	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1116.pgm		뭔데?	12	15	2	2	32	96	0
0	1117	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1117.pgm		이 검, 네거야?	12	15	2	2	32	96	0
0	1118	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1118.pgm		응?.. 으응	12	15	2	2	32	96	0
0	1119	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1119.pgm		너, 검사지?	12	15	2	2	32	96	0
0	1120	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1120.pgm		그다지 이런 것은 좋아하지\n않지만... 여행을 하려면 그렇게 \n보이지 않으면 안되거든.	12	15	2	2	32	96	0
0	1121	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1121.pgm		혹시 뚜렷이 가야할 곳이\n없다면, 나와 팀이 되어주지\n않을래?	12	15	2	2	32	96	0
0	1122	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1122.pgm		너와?	12	15	2	2	32	96	0
0	1123	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1123.pgm		응, 이래뵈도, 나 마법사거든!	12	15	2	2	32	96	0
0	1124	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1124.pgm		으음... 좋아	12	15	2	2	32	96	0
0	1125	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1125.pgm		됐다! 이것으로 너를\n다시 보게됐어.	12	15	2	2	32	96	0
0	1126	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1126.pgm		응? 무슨 말이야?\n(설마 변태?)	12	15	2	2	32	96	0
0	1127	manual-validated		F:/workspace-server/create-retro-game-kr-patch-main/tmp/SLPS-01903/dialogue-workflow/masks/message-mask-1127.pgm		아무것도 아니야. \n음, 벌써 일어서려고?	12	15	2	2	32	96	0
